#node1	node2	node1_accession	node2_accession	onset_condition	terminus_condition	onset	terminus	type	confidence_score_G1	confidence_score_S	confidence_score_G2	confidence_score_M	cluster	abundance_G1	abundance_S	abundance_G2	abundance_M
SMAD1	HDAC1	Q99717	Q13547			Inf	Inf	STRING	0.373	0.373	0.373	0.373					
CCNA2	HDAC1	P20248	Q13547	 S	 M	2	4	Provided	0	0.169938395	0.193525788	0	1	0	5.9	6.8	0
MAD1L1	HDAC1	Q9Y6D9	Q13547			Inf	Inf	STRING	0.441	0.441	0.441	0.441					
YWHAQ	HDAC1	P27348	Q13547			Inf	Inf	STRING	0.294	0.294	0.294	0.294					
XPO1	HDAC1	O14980	Q13547			Inf	Inf	STRING	0.267	0.267	0.267	0.267					
CCNA2	CUL1	P20248	Q13616	 S	 G2	2	3	Provided	0	0.10613467	0.029468625	0	1	0	3.7	1	0
VCP	CUL1	P55072	Q13616			Inf	Inf	STRING	0.866	0.866	0.866	0.866					
CDC20	CUL1	Q12834	Q13616			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
PSMC6	CUL1	P62333	Q13616			Inf	Inf	STRING	0.05	0.05	0.05	0.05					
CDKN1A	CUL1	P38936	Q13616			Inf	Inf	STRING	0.294	0.294	0.294	0.294					
CCNA2	DDX39	P20248	Q13838-2	 S	 G2	2	3	Provided	0	0.055077364	0.031472779	0	1	0	1.9	1.1	0
CCNA2	GTF2H2	P20248	Q13888	 G2	 M	3	4	Provided	0	0	0.196636103	0	2	0	0	6.9	0
CCNE1	CKAP5	P24864-1	Q14008-1	G1	 S	1	2	Provided	0.052707545	0.041328749	0	0	2	1.8	1.4	0	0
CCNA2	CKAP5	P20248	Q14008-1	 G2	 M	3	4	Provided	0	0.017055444	0.057766476	0	2	0	0.6	2	0
RPS28	EIF3A	P62857	Q14152			Inf	Inf	STRING	0.771	0.771	0.771	0.771					
CCNB1	EIF3A	P14635	Q14152	 M		4	5	Provided	0	0	0.034888825	0.059087393	1	0	0	1.2	2.1
EIF4B	EIF3A	P23588	Q14152			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
RPS20	EIF3A	B4DW28	Q14152			Inf	Inf	STRING	0.762	0.762	0.762	0.762					
DDX3X	EIF3A	O00571	Q14152			Inf	Inf	STRING	0.249	0.249	0.249	0.249					
HNRNPF	EIF3A	P52597	Q14152			Inf	Inf	STRING	0.387	0.387	0.387	0.387					
RPS8	EIF3A	P62241	Q14152			Inf	Inf	STRING	0.774	0.774	0.774	0.774					
RPS5	EIF3A	P46782	Q14152			Inf	Inf	STRING	0.786	0.786	0.786	0.786					
RPS19	EIF3A	P39019	Q14152			Inf	Inf	STRING	0.781	0.781	0.781	0.781					
RPL13A	EIF3A	P40429	Q14152			Inf	Inf	STRING	0.124	0.124	0.124	0.124					
G3BP1	EIF3A	Q13283	Q14152			Inf	Inf	STRING	0.126	0.126	0.126	0.126					
CCNB1	UBAP2L	P14635	Q14157-2	 M		4	5	Provided	0	0	0.013019293	0.09100191	1	0	0	0.5	3.2
CCNB1	CTTN	P14635	Q14247	 G2		3	5	Provided	0	0	0.068252149	0.108210602	1	0	0	2.4	3.8
ACTG1	CTTN	P63261	Q14247			Inf	Inf	STRING	0.39	0.39	0.39	0.39					
CCNB1	FLNC	P14635	Q14315-1	 M		4	5	Provided	0	0	0.02654255	0.079515759	1	0	0	0.9	2.8
CCNB1	ESPL1	P14635	Q14674-1	 M		4	5	Provided	0	0	0.023596275	0.467020057	1	0	0	0.8	16.3
CCNB1	MVP	P14635	Q14764	 G2		3	5	Provided	0	0	0.091899713	0.19165616	1	0	0	3.2	6.7
CCNA2	MVP	P20248	Q14764	 G2	 M	3	4	Provided	0	0	0.130169054	0	2	0	0	4.5	0
CCNA2	PLEC1	P20248	Q15149-4	 G2	 M	3	4	Provided	0	0.026046418	0.102727794	0	2	0	0.9	3.6	0
CCNB1	PLEC1	P14635	Q15149-4	 M		4	5	Provided	0	0	0.016725883	0.070845272	1	0	0	0.6	2.5
CCNB1	STK38	P14635	Q15208			Inf	Inf	Both	0.549	0.549	0.549	0.549					
CCNE1	STK38	P24864-1	Q15208	G1	 G2	1	3	Provided	0.432063037	0.433963706	0	0	2	15.1	15.1	0	0
CCNB1	STK38	P14635	Q15208	 G2		3	5	Provided	0	0	0.088320917	0.534985673	1	0	0	3.1	18.7
HDAC1	NONO	Q13547	Q15233			Inf	Inf	STRING	0.354	0.354	0.354	0.354					
YWHAZ	NONO	P63104	Q15233			Inf	Inf	STRING	0.064	0.064	0.064	0.064					
CCNB1	NONO	P14635	Q15233	 M		4	5	Provided	0	0	0.009139064	0.127144222	1	0	0	0.3	4.4
PTBP1	NONO	Q9BUQ0	Q15233			Inf	Inf	STRING	0.305	0.305	0.305	0.305					
CCNA2	NONO	P20248	Q15233	 S	 G2	2	3	Provided	0	0.352464183	0.015997708	0	1	0	12.3	0.6	0
CCNB1	TRIP13	P14635	Q15645-1	 G2	 M	3	4	Provided	0	0	0.094371538	0.018227125	2	0	0	3.3	0.6
CCNA2	DDB1	P20248	Q16531	 G2	 M	3	4	Provided	0	0.048813754	0.088969436	0	2	0	1.7	3.1	0
RBBP4	DDB1	Q09028	Q16531			Inf	Inf	STRING	0.416	0.416	0.416	0.416					
CDKN1A	DDB1	P38936	Q16531			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
CDC20	DDB1	Q12834	Q16531			Inf	Inf	STRING	0.17	0.17	0.17	0.17					
HDAC1	DDB1	Q13547	Q16531			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
XRCC5	DDB1	P13010	Q16531			Inf	Inf	STRING	0.336	0.336	0.336	0.336					
CUL1	DDB1	Q13616	Q16531			Inf	Inf	STRING	0.592	0.592	0.592	0.592					
HIST1H2BB	DDB1	Q16778	Q16531			Inf	Inf	STRING	0.124	0.124	0.124	0.124					
XRCC5	HIST1H2BB	P13010	Q16778			Inf	Inf	STRING	0.052	0.052	0.052	0.052					
RBBP4	HIST1H2BB	Q09028	Q16778			Inf	Inf	STRING	0.051	0.051	0.051	0.051					
CCNA2	HIST1H2BB	P20248	Q16778	 S	 M	2	4	Provided	0	0.104982808	0.12013467	0	1	0	3.7	4.2	0
CCNB1	HIST1H2BB	P14635	Q16778	 M		4	5	Provided	0	0	0.020942264	0.091424069	1	0	0	0.7	3.2
HDAC1	HIST1H2BB	Q13547	Q16778			Inf	Inf	STRING	0.157	0.157	0.157	0.157					
WEE1	HIST1H2BB	P30291	Q16778			Inf	Inf	STRING	0.406	0.406	0.406	0.406					
CDC20	HIST1H2BB	Q12834	Q16778			Inf	Inf	STRING	0.05	0.05	0.05	0.05					
CCNA2	ACTBL2	P20248	Q562R1	 G2	 M	3	4	Provided	0	0.016381948	0.175160458	0	2	0	0.6	6.1	0
CCNB1	ACTBL2	P14635	Q562R1	 M		4	5	Provided	0	0	0.014083811	0.425544413	1	0	0	0.5	14.9
CCNA2	SGOL1	P20248	Q5FBB7-1	 G2	 M	3	4	Provided	0	0.003564183	0.158074499	0	2	0	0.1	5.5	0
CCNB1	HNRNPU	P14635	Q5RI17	 M		4	5	Provided	0	0	0.019857163	0.088853868	1	0	0	0.7	3.1
CCNA2	HNRNPU	P20248	Q5RI17	 S	 G2	2	3	Provided	0	0.160048711	0.040851003	0	1	0	5.6	1.4	0
CCNE1	UBR4	P24864-1	Q5T4S7-2	G1	 G2	1	3	Provided	0.14230277	0.080074499	0	0	1	5	2.8	0	0
CCNA2	UBR4	P20248	Q5T4S7-2	 S	 M	2	4	Provided	0	0.166467049	0.19813467	0	1	0	5.8	6.9	0
CCNB1	UBAP2	P14635	Q5T6F2	 M		4	5	Provided	0	0	0.01425745	0.07202149	1	0	0	0.5	2.5
CCNA2	KIF24	P20248	Q5T7B8-1	 G2	 M	3	4	Provided	0	0.031587393	0.321060172	0	2	0	1.1	11.2	0
CCNA2	RNF219	P20248	Q5W0B1	 S	 M	2	4	Provided	0	0.113481375	0.120830946	0	1	0	4	4.2	0
ACTG1	ANXA2	P63261	Q6N0B3			Inf	Inf	STRING	0.094	0.094	0.094	0.094					
CCNB1	ANXA2	P14635	Q6N0B3	 M		4	5	Provided	0	0	0.030027603	0.161502388	1	0	0	1	5.6
YWHAZ	ANXA2	P63104	Q6N0B3			Inf	Inf	STRING	0.069	0.069	0.069	0.069					
VIM	ANXA2	P08670	Q6N0B3			Inf	Inf	STRING	0.125	0.125	0.125	0.125					
CCNA2	ANXA2	P20248	Q6N0B3	 G2	 M	3	4	Provided	0	0.039939828	0.05545702	0	1	0	1.4	1.9	0
VCP	ANXA2	P55072	Q6N0B3			Inf	Inf	STRING	0.098	0.098	0.098	0.098					
RAB14	ANXA2	P61106	Q6N0B3			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
HIST1H2BB	CDC73	Q16778	Q6P1J9			Inf	Inf	STRING	0.227	0.227	0.227	0.227					
CDC20	CDC73	Q12834	Q6P1J9			Inf	Inf	STRING	0.05	0.05	0.05	0.05					
HDAC1	CDC73	Q13547	Q6P1J9			Inf	Inf	STRING	0.051	0.051	0.051	0.051					
CCNB1	CDC73	P14635	Q6P1J9	 M		4	5	Provided	0	0	0.035744986	0.131968481	1	0	0	1.2	4.6
DNTTIP1	C14orf43	Q9H147	Q6PJG2			Inf	Inf	STRING	0.367	0.367	0.367	0.367					
CCNA2	C14orf43	P20248	Q6PJG2	 S	 M	2	4	Provided	0	0.180235912	0.170684814	0	1	0	6.3	6	0
HDAC1	C14orf43	Q13547	Q6PJG2			Inf	Inf	STRING	0.218	0.218	0.218	0.218					
CCNB1	ACTBL3	P14635	Q6S8J3-1	 M		4	5	Provided	0	0	0.016567335	0.461346705	1	0	0	0.6	16.1
CCNA2	ACTBL3	P20248	Q6S8J3-1	 G2	 M	3	4	Provided	0	0.016850287	0.180318052	0	2	0	0.6	6.3	0
CCNA2	C15orf42	P20248	Q7Z2Z1			Inf	Inf	Both	0.21	0.21	0.21	0.21					
CCNA2	C15orf42	P20248	Q7Z2Z1	 G2	 M	3	4	Provided	0	0.034696275	0.281518625	0	2	0	1.2	9.8	0
CCNA2	ANKHD1	P20248	Q8IWZ2	 S	 G2	2	3	Provided	0	0.065110315	0.042524355	0	1	0	2.3	1.5	0
CCNA2	TRERF1	P20248	Q96PN7-1	 G2	 M	3	4	Provided	0	0	0.392808023	0	2	0	0	13.7	0
CCNB1	SMAD1	P14635	Q99717	 G2	 M	3	4	Provided	0	0	0.061583095	0.020661734	2	0	0	2.1	0.7
HIST3H3	CDC6	P84243	Q99741			Inf	Inf	STRING	0.303	0.303	0.303	0.303					
RBBP4	CDC6	Q09028	Q99741			Inf	Inf	STRING	0.26	0.26	0.26	0.26					
VCP	CDC6	P55072	Q99741			Inf	Inf	STRING	0.076	0.076	0.076	0.076					
HIST1H2BB	CDC6	Q16778	Q99741			Inf	Inf	STRING	0.263	0.263	0.263	0.263					
RBL2	CDC6	Q08999	Q99741			Inf	Inf	STRING	0.133	0.133	0.133	0.133					
WEE1	CDC6	P30291	Q99741			Inf	Inf	STRING	0.266	0.266	0.266	0.266					
HDAC1	CDC6	Q13547	Q99741			Inf	Inf	STRING	0.131	0.131	0.131	0.131					
CDT1	CDC6	Q9H211	Q99741			Inf	Inf	STRING	0.837	0.837	0.837	0.837					
CDK2	CDC6	P24941	Q99741			Inf	Inf	STRING	0.947	0.947	0.947	0.947					
CCNA2	CDC6	P20248	Q99741			Inf	Inf	Both	0.92	0.92	0.92	0.92					
CKS2	CDC6	P33552	Q99741			Inf	Inf	STRING	0.457	0.457	0.457	0.457					
PSMC6	CDC6	P62333	Q99741			Inf	Inf	STRING	0.05	0.05	0.05	0.05					
RPA1	CDC6	P27694	Q99741			Inf	Inf	STRING	0.129	0.129	0.129	0.129					
CDKN1A	CDC6	P38936	Q99741			Inf	Inf	STRING	0.667	0.667	0.667	0.667					
PLK1	CDC6	P53350	Q99741			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
CCNB1	CDC6	P14635	Q99741			Inf	Inf	STRING	0.787	0.787	0.787	0.787					
CCNA2	CDC6	P20248	Q99741	 S	 M	2	4	Provided	0	0.154504298	0.137839542	0	1	0	5.4	4.8	0
HIST1H4A	CDC6	P62805	Q99741			Inf	Inf	STRING	0.347	0.347	0.347	0.347					
MAD2L1	CDC6	Q13257	Q99741			Inf	Inf	STRING	0.186	0.186	0.186	0.186					
RPL13A	CDC6	P40429	Q99741			Inf	Inf	STRING	0.063	0.063	0.063	0.063					
CDC20	CDC6	Q12834	Q99741			Inf	Inf	STRING	0.556	0.556	0.556	0.556					
CKS1B	CDC6	P61024	Q99741			Inf	Inf	STRING	0.457	0.457	0.457	0.457					
CCNA2	HIST1H2AB	P20248	Q9BTM1-2	 S	 M	2	4	Provided	0	0.12791404	0.185916905	0	1	0	4.5	6.5	0
CCNB1	HIST1H2AB	P14635	Q9BTM1-2	 M		4	5	Provided	0	0	0.014142407	0.069097421	1	0	0	0.5	2.4
CCNA2	HNRNPUL1	P20248	Q9BUJ2-1	 S	 G2	2	3	Provided	0	0.053292264	0.024374785	0	1	0	1.9	0.9	0
CCNB1	HNRNPUL1	P14635	Q9BUJ2-1	 M		4	5	Provided	0	0	0.007303916	0.067366762	1	0	0	0.3	2.4
G3BP1	PTBP1	Q13283	Q9BUQ0			Inf	Inf	STRING	0.14	0.14	0.14	0.14					
ILF2	PTBP1	Q12905	Q9BUQ0			Inf	Inf	STRING	0.207	0.207	0.207	0.207					
CCNB1	PTBP1	P14635	Q9BUQ0	 M		4	5	Provided	0	0	0.02137192	0.062145177	1	0	0	0.7	2.2
CCNA2	SLIRP	P20248	Q9GZT3	 S	 M	2	4	Provided	0	0.098229226	0.057100287	0	1	0	3.4	2	0
RAB14	RAB1B	P61106	Q9H0U4			Inf	Inf	STRING	0.193	0.193	0.193	0.193					
RAB5C	RAB1B	P51148	Q9H0U4			Inf	Inf	STRING	0.744	0.744	0.744	0.744					
CCNB1	RAB1B	P14635	Q9H0U4	 M		4	5	Provided	0	0	0.02335702	0.08265616	1	0	0	0.8	2.9
CCNA2	DNTTIP1	P20248	Q9H147	 S	 M	2	4	Provided	0	0.342154728	0.216215855	0	1	0	11.9	7.5	0
HDAC1	DNTTIP1	Q13547	Q9H147			Inf	Inf	STRING	0.137	0.137	0.137	0.137					
CUL1	CDT1	Q13616	Q9H211			Inf	Inf	STRING	0.416	0.416	0.416	0.416					
CKS1B	CDT1	P61024	Q9H211			Inf	Inf	STRING	0.873	0.873	0.873	0.873					
DDB1	CDT1	Q16531	Q9H211			Inf	Inf	STRING	0.757	0.757	0.757	0.757					
CKS2	CDT1	P33552	Q9H211			Inf	Inf	STRING	0.864	0.864	0.864	0.864					
ANAPC7	CDT1	Q9UJX3	Q9H211			Inf	Inf	STRING	0.27	0.27	0.27	0.27					
CCNA2	CDT1	P20248	Q9H211	 G2	 M	3	4	Provided	0	0.029836676	0.058687679	0	2	0	1	2	0
CDC20	CDT1	Q12834	Q9H211			Inf	Inf	STRING	0.27	0.27	0.27	0.27					
VCP	CDT1	P55072	Q9H211			Inf	Inf	STRING	0.413	0.413	0.413	0.413					
CCNB1	PDLIM7	P14635	Q9NR12-1	 M		4	5	Provided	0	0	0.02042149	0.773151862	1	0	0	0.7	27
CCNB1	SH3GLB2	P14635	Q9NR46-1	 G2	 M	3	4	Provided	0	0	0.057667622	0.019573496	2	0	0	2	0.7
CCNE1	LIN7C	P24864-1	Q9NUP9	G1	 S	1	2	Provided	0.091799427	0.031197708	0	0	1	3.2	1.1	0	0
CCNB1	ANAPC7	P14635	Q9UJX3	 M		4	5	Provided	0	0	0.025983095	0.334899713	1	0	0	0.9	11.7
CCNA2	FZR1	P20248	Q9UM11-1	 G2	 M	3	4	Provided	0	0	0.399340974	0	2	0	0	13.9	0
CCNB1	G3BP2	P14635	Q9UN86-1	 M		4	5	Provided	0	0	0.021296562	0.155441261	1	0	0	0.7	5.4
CCNA2	G3BP2	P20248	Q9UN86-1	 S	 M	2	4	Provided	0	0.182945559	0.050959885	0	1	0	6.4	1.8	0
CCNA2	PHF8	P20248	Q9UPP1-1	 S	 M	2	4	Provided	0	0.192342407	0.229389685	0	1	0	6.7	8	0
CCNB1	ICK	P14635	Q9UPZ9-1	 G2		3	5	Provided	0	0	0.262157593	0.201313276	2	0	0	9.1	7
CCNA2	ICK	P20248	Q9UPZ9-1	 S	 M	2	4	Provided	0	0.22984957	0.21004298	0	1	0	8	7.3	0
CCNE1	ICK	P24864-1	Q9UPZ9-1	G1	 G2	1	3	Provided	0.730974212	0.622055874	0	0	2	25.5	21.7	0	0
CCNA2	RUVBL1	P20248	Q9Y265-1	 S	 M	2	4	Provided	0	0.060618911	0.066535817	0	1	0	2.1	2.3	0
CCNB1	THRAP3	P14635	Q9Y2W1	 M		4	5	Provided	0	0	0.0307851	0.231994269	1	0	0	1.1	8.1
RPS19	THRAP3	P39019	Q9Y2W1			Inf	Inf	STRING	0.413	0.413	0.413	0.413					
CDK2	SAMHD1	P24941	Q9Y3Z3			Inf	Inf	STRING	0.352	0.352	0.352	0.352					
CCNA2	SAMHD1	P20248	Q9Y3Z3	 S	 M	2	4	Provided	0	0.214157593	0.209497612	0	1	0	7.5	7.3	0
CCNA2	SAMHD1	P20248	Q9Y3Z3			Inf	Inf	Both	0.352	0.352	0.352	0.352					
DDB1	SAMHD1	Q16531	Q9Y3Z3			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
CCNB1	MAD1L1	P14635	Q9Y6D9	 G2		3	5	Provided	0	0	0.277858644	0.149586437	2	0	0	9.7	5.2
